File,Drug,ADE,Sentence
LIPITOR.183,lipitor,muscle ache,"quit lipitor! tried crestor, but had muscle ache pain,not as bad as zocor!"
LIPITOR.183,lipitor,pain,"quit lipitor! tried crestor, but had muscle ache pain,not as bad as zocor!"
LIPITOR.183,zocor,muscle ache,"quit lipitor! tried crestor, but had muscle ache pain,not as bad as zocor!"
LIPITOR.183,zocor,pain,"quit lipitor! tried crestor, but had muscle ache pain,not as bad as zocor!"
LIPITOR.185,lipitor,stress,"i stopped taking lipitor for about a week and felt somewhat better, christmas over by then, once again i considered stress as the cause and not lipitor."
LIPITOR.185,lipitor,pain,"found this website and no longer doubt the source of pain, etc is definitely from taking lipitor."
LIPITOR.186,lipitor,bone joint pain,"lipitor related symptoms lack of enthusiasm, short term memory loss, muscle pain, bone joint pain are showing up liver enzymes were ok in the last blood test, however ."
LIPITOR.186,lipitor,lack of enthusiasm,"lipitor related symptoms lack of enthusiasm, short term memory loss, muscle pain, bone joint pain are showing up liver enzymes were ok in the last blood test, however ."
LIPITOR.186,lipitor,muscle pain,"lipitor related symptoms lack of enthusiasm, short term memory loss, muscle pain, bone joint pain are showing up liver enzymes were ok in the last blood test, however ."
LIPITOR.186,lipitor,short term memory loss,"lipitor related symptoms lack of enthusiasm, short term memory loss, muscle pain, bone joint pain are showing up liver enzymes were ok in the last blood test, however ."
LIPITOR.186,lipitor,high,at this stage it is not clear what is better of the two evils lipitor or high ldl? and how to lower ldl without the side effects of statins?
LIPITOR.186,statins,high,at this stage it is not clear what is better of the two evils lipitor or high ldl? and how to lower ldl without the side effects of statins?
LIPITOR.187,lipitor,weak,he commented i see no reason for you to be weak even though he prescribed the lipitor for me
LIPITOR.188,lipitor,depression,"my depression did come on rather suddenly, about the same time as when i started the lipitor."
LIPITOR.196,lipitor,dizziness,"after taking lipitor for 1 week, my resting pulse jumped to between 100 and 105, and i started experiencing dizziness, lack of energy tireness , and unexplained sweating."
LIPITOR.196,lipitor,lack of energy,"after taking lipitor for 1 week, my resting pulse jumped to between 100 and 105, and i started experiencing dizziness, lack of energy tireness , and unexplained sweating."
LIPITOR.196,lipitor,resting pulse jumped to between 100 and 105,"after taking lipitor for 1 week, my resting pulse jumped to between 100 and 105, and i started experiencing dizziness, lack of energy tireness , and unexplained sweating."
LIPITOR.196,lipitor,unexplained sweating,"after taking lipitor for 1 week, my resting pulse jumped to between 100 and 105, and i started experiencing dizziness, lack of energy tireness , and unexplained sweating."
LIPITOR.196,lipiltor,leg muscle pain,"other symptoms which started occurring after a few days of lipiltor include sever leg muscle pain, swelling of the lower legs and feet, and even more sudden and pronounced sweating at random, unexplained times."
LIPITOR.196,lipiltor,pronounced sweating,"other symptoms which started occurring after a few days of lipiltor include sever leg muscle pain, swelling of the lower legs and feet, and even more sudden and pronounced sweating at random, unexplained times."
LIPITOR.196,lipiltor,swelling,"other symptoms which started occurring after a few days of lipiltor include sever leg muscle pain, swelling of the lower legs and feet, and even more sudden and pronounced sweating at random, unexplained times."
LIPITOR.205,lipitor,nausea,i have tried altering when i take lipitor but it did not help with the nausea.
LIPITOR.205,lipitor,hair loss,i stopped taking the lipitor 45 days ago after i began to experience hair loss again.
LIPITOR.205,lipitor,hair loss,"i researched lipitor in a pharmacy book and realized hair loss, along with most of my other ailments, were side effects."
LIPITOR.206,lipitor,blurred vison,"stopped taking it 7 days ago but the pain other symptoms are not getting any better all except blurred vison, that went away after 3 days off lipitor ."
LIPITOR.206,lipitor,pain,"stopped taking it 7 days ago but the pain other symptoms are not getting any better all except blurred vison, that went away after 3 days off lipitor ."
LIPITOR.208,lipitor,high cpk,"doctor states lipitor not likely cause, i believe otherwise. was on 10mg for 6 months,increased to 40mg for 6 months,reduced back to 10mg because high cpk level for rest of time taking med."
LIPITOR.208,lipitor,colitis,did not associate foot pain or colitis with statin until reading of others with similar problems. will not take lipitor or any other statin anymore!!.
LIPITOR.208,lipitor,foot pain,did not associate foot pain or colitis with statin until reading of others with similar problems. will not take lipitor or any other statin anymore!!.
LIPITOR.21,lipitor,restless legs,"however, i wonder if there is a corolation between lipitor statins and restless legs syndrome rls ."
LIPITOR.21,statins,restless legs,"however, i wonder if there is a corolation between lipitor statins and restless legs syndrome rls ."
LIPITOR.210,lipitor,pain,went off lipitor and pain went away.
LIPITOR.210,lipitor,fall asleep,"my brother also tried lipitor and he couldn't tolerate it, it made him fall asleep!."
LIPITOR.215,statins,blured vision,"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance. after going off it,significant spectacular improvement for 4 days on all symptons,slight continuing improvement in last 6 weeks, estimate 50 percent improvement over next 2 years,md's no help,act like they work for drug company not patient,this sight will save more lives and life than all statins combined,love your dotor, its just economic survival for him."
LIPITOR.215,statins,decrease in balance,"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance. after going off it,significant spectacular improvement for 4 days on all symptons,slight continuing improvement in last 6 weeks, estimate 50 percent improvement over next 2 years,md's no help,act like they work for drug company not patient,this sight will save more lives and life than all statins combined,love your dotor, its just economic survival for him."
LIPITOR.215,statins,depressed,"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance. after going off it,significant spectacular improvement for 4 days on all symptons,slight continuing improvement in last 6 weeks, estimate 50 percent improvement over next 2 years,md's no help,act like they work for drug company not patient,this sight will save more lives and life than all statins combined,love your dotor, its just economic survival for him."
LIPITOR.215,statins,no sex drive,"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance. after going off it,significant spectacular improvement for 4 days on all symptons,slight continuing improvement in last 6 weeks, estimate 50 percent improvement over next 2 years,md's no help,act like they work for drug company not patient,this sight will save more lives and life than all statins combined,love your dotor, its just economic survival for him."
LIPITOR.215,statins,severe pain in calves,"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance. after going off it,significant spectacular improvement for 4 days on all symptons,slight continuing improvement in last 6 weeks, estimate 50 percent improvement over next 2 years,md's no help,act like they work for drug company not patient,this sight will save more lives and life than all statins combined,love your dotor, its just economic survival for him."
LIPITOR.215,statins,unable to walk,"zombie like tired depressed state,severe pain in calves total loss of support unable to walk,vertigo like attack, blured vision, no sex drive,decrease in balance. after going off it,significant spectacular improvement for 4 days on all symptons,slight continuing improvement in last 6 weeks, estimate 50 percent improvement over next 2 years,md's no help,act like they work for drug company not patient,this sight will save more lives and life than all statins combined,love your dotor, its just economic survival for him."
